"library_gene"," query_name","qGI_score","FDR","query_gene","query_type","SMF_library","SMF_query","metric(qGI_score+SMF_library)"
"CRYM","GSK3B_237_rich",-0.426816473069443,0.029844492596928,"GSK3B","rich",-0.0929384394787176,0.119634907204445,-0.519754912548161
"CRYM","TMEM126A_309_rich",-0.444685324745444,0.0735253074705543,"TMEM126A","rich",-0.0929384394787176,-0.411480154104907,-0.537623764224162
"CSF1R","ACO2_050_min",-0.613993404531919,0.0724443113675371,"ACO2","min",-0.144733086348974,-0.118858845865136,-0.758726490880893
"CSF1R","LCMT1_235_rich",-0.631736703779861,0.039306628972337,"LCMT1","rich",-0.162653435999438,-0.580577538753013,-0.794390139779299
"CSF3R","CRIPT_260_rich",-0.382167112781856,0.0987725124525455,"CRIPT","rich",-0.177172225374443,-0.30293875946562,-0.559339338156299
"CSF3R","LDLR_195_min",-0.436729854834298,0.0954745588271414,"LDLR","min",-0.194748793194662,-0.751209552977006,-0.63147864802896
"CSNK2A1","ACTB_165_min",-0.833621091083353,0.07780084916834,"ACTB","min",-0.148770936226076,-1.3059780764272,-0.982392027309429
"CSNK2A1","ARID1A_019_min",-0.491452052812401,0.0861937212128242,"ARID1A","min",-0.148770936226076,0.140934422468392,-0.640222989038477
"CSNK2A1","ATG5_128_min",-0.658421923999418,0.0131683646613296,"ATG5","min",-0.148770936226076,-0.247898183000309,-0.807192860225494
"CSNK2A1","ATP5L_334_rich",-1.03796111627199,0.0129076126368488,"ATP5L","rich",0.163052217294508,-0.733990543864709,-0.874908898977482
"CSNK2A1","BCL2_338_rich",-0.935782836535985,0.0386854332512684,"BCL2","rich",0.163052217294508,-0.394783758374041,-0.772730619241477
"CSNK2A1","BRD4_037_min",-0.442801665819819,0.0739842801964575,"BRD4","min",-0.148770936226076,-1.33826033052614,-0.591572602045895
"CSNK2A1","FANCA_353_rich",-1.07831748462796,0.0118578650508124,"FANCA","rich",0.163052217294508,-1.11865993915876,-0.915265267333452
"CSNK2A1","FASN_004_min",-0.306490393697383,0.0618755005696797,"FASN","min",-0.148770936226076,-0.51017025850959,-0.455261329923459
"CSNK2A1","NDUFA2_159_rich",-0.988400063503835,0.00302151990315582,"NDUFA2","rich",0.163052217294508,-1.40559869482585,-0.825347846209327
"CSNK2A1","PGLS_046_min",-0.939220577310725,0.0456153330237801,"PGLS","min",-0.148770936226076,-1.01335111185333,-1.0879915135368
"CSNK2A1","PTPN11_163_min",-1.07392840989572,0.0716095089623064,"PTPN11","min",-0.148770936226076,-0.666460375769746,-1.2226993461218
"CSPP1","BRD4_037_min",-0.272881425715861,0.0957554369004153,"BRD4","min",-0.279386902908385,-1.33826033052614,-0.552268328624246
"CSPP1","DDX11_210_rich",-0.425333475711032,0.0375521149230725,"DDX11","rich",-0.212313619543102,-3.01866787440148,-0.637647095254134
"CSPP1","EMC2_276_rich",-0.479136405920979,0.0208439193990553,"EMC2","rich",-0.212313619543102,-1.09077107715189,-0.691450025464081
"CSPP1","SLC3A2_137_min",-0.301843438252667,0.0310927908659065,"SLC3A2","min",-0.279386902908385,0.176473118717745,-0.581230341161052
"CSPP1","TAF5L_067_min",-0.454351466526807,0.0653264174680397,"TAF5L","min",-0.279386902908385,-0.982053888557092,-0.733738369435192
"CSPP1","TUBB_312_rich",-0.501718688501623,0.0252728865037485,"TUBB","rich",-0.212313619543102,-3.08855124608542,-0.714032308044725
"CSPP1","UAP1L1_119_min",-0.427911292846584,0.0446634291910267,"UAP1L1","min",-0.279386902908385,-0.054318062158245,-0.707298195754969
"CSRP3","PDCD5_189_min",-0.353988475693344,0.0998850508721268,"PDCD5","min",0.0830528877051883,-1.75296651304475,-0.270935587988156
"CST3","STAG2_389_rich",-0.388240834553808,0.0950260359255058,"STAG2","rich",-0.0953539454013514,-0.972241104385054,-0.483594779955159
"CST6","NAA40_213_rich",-0.452409241939375,0.0841495338160323,"NAA40","rich",-0.169963159878465,-0.803510150806382,-0.62237240181784
"CST6","VDAC1_368_rich",-0.544946903037969,0.0325778412650808,"VDAC1","rich",-0.169963159878465,-0.759720865513102,-0.714910062916434
"CSTA","ATP5L_334_rich",-0.304746656605076,0.0986208557431378,"ATP5L","rich",0.0477325705778181,-0.733990543864709,-0.257014086027258
"CSTA","MPV17_230_rich",-0.52672348129331,0.0110098540368832,"MPV17","rich",0.0477325705778181,-0.00776413827152112,-0.478990910715492
"CSTB","PTAR1_109_min",-0.808149216503476,9.76477381799243e-05,"PTAR1","min",-0.384985399567497,-1.84144546885206,-1.19313461607097
"CTBP1","ACACA_031_min",-0.339134396853494,0.0300205024601098,"ACACA","min",0.323832647645998,-0.497981818753517,-0.015301749207496
"CTBP1","ALG12_122_min",-0.42917472098325,0.034765200939826,"ALG12","min",0.323832647645998,-0.614312267900159,-0.105342073337252
"CTBP1","FASN_004_min",-0.279882903476296,0.00792086290721427,"FASN","min",0.323832647645998,-0.51017025850959,0.043949744169702
"CTBP1","FLCN_144_min",-0.21126149985521,0.0120486025889827,"FLCN","min",0.323832647645998,-0.148253399551714,0.112571147790788
"CTBP1","KAT7_173_min",-0.403432629638001,0.00941042488074977,"KAT7","min",0.323832647645998,-1.34814165207953,-0.079599981992003
"CTBP1","KEAP1_076_min",-0.432477930123133,0.0529126120933216,"KEAP1","min",0.323832647645998,-2.33950993881683,-0.108645282477135
"CTBP1","LIG4_170_min",-0.161885203205569,0.0311656660153031,"LIG4","min",0.323832647645998,-0.649059089438068,0.161947444440429
"CTH","C1orf112_393_rich",-0.275233340284128,0.0791333513607732,"C1orf112","rich",-0.100451251787013,-0.666320228375642,-0.375684592071141
"CTH","CCT3_370_rich",-0.530068723982844,0.00077911416163141,"CCT3","rich",-0.100451251787013,-2.79645883676588,-0.630519975769857
"CTH","EMC2_276_rich",-0.312452199229854,0.0544065840338008,"EMC2","rich",-0.100451251787013,-1.09077107715189,-0.412903451016867
"CTH","ROCK2_322_rich",-0.358980183321737,0.0644296664664815,"ROCK2","rich",-0.100451251787013,0.226390889062903,-0.45943143510875
"CTH","SLX1_239_rich",-0.356652918654756,0.0652820685007928,"SLX1","rich",-0.100451251787013,0,-0.457104170441769
"CTH","UAP1L1_119_min",-0.381356041860514,0.0815138084090671,"UAP1L1","min",-0.142025119615272,-0.054318062158245,-0.523381161475786
"CTHRC1","ITGB1_148_rich",-0.412535323509359,0.0900942920154171,"ITGB1","rich",-0.170186815231888,-0.505220038336658,-0.582722138741247
"CTLA4","FANCG_192_min",-0.4066994851623,0.0958879553529452,"FANCG","min",-0.0715413919198977,-1.52751475465707,-0.478240877082198
"CTLA4","ITGAV_121_rich",-0.436865917233573,0.0994360275545401,"ITGAV","rich",-0.0484420610363549,-0.731115150724097,-0.485307978269928
"CTNNA1","ACTB_165_min",-0.442843666602132,0.00344529629703738,"ACTB","min",-0.193026601342232,-1.3059780764272,-0.635870267944364
"CTNNA1","ACTG1_124_min",-0.474110120430421,0.000339112428094484,"ACTG1","min",-0.193026601342232,-1.05195166698319,-0.667136721772653
"CTNNA1","ARID2_246_rich",-0.846752420822285,5.88445377035393e-05,"ARID2","rich",-0.356277880361525,-0.384806857760921,-1.20303030118381
"CTNNA1","ATG5_128_min",-0.143620442889918,0.0086327150035892,"ATG5","min",-0.193026601342232,-0.247898183000309,-0.33664704423215
"CTNNA1","BAK1_337_rich",-0.706922313570341,0.0023534983663837,"BAK1","rich",-0.356277880361525,-0.901878946498035,-1.06320019393187
"CTNNA1","BMI1_105_min",-0.351978397845643,0.015237604292878,"BMI1","min",-0.193026601342232,0.0928384784206818,-0.545004999187875
"CTNNA1","BRD1_083_min",-0.127225096499959,0.0808476500420398,"BRD1","min",-0.193026601342232,-1.01658613493512,-0.320251697842191
"CTNNA1","BRD4_037_min",-0.381422384317277,0.000604336709894327,"BRD4","min",-0.193026601342232,-1.33826033052614,-0.574448985659509
"CTNNA1","C12orf49_136_min",-0.491242649238213,5.13759102131076e-06,"C12orf49","min",-0.193026601342232,0.0772789189251666,-0.684269250580445
"CTNNA1","CCDC101_062_min",-1.05058797067709,1.03005645910842e-05,"CCDC101","min",-0.193026601342232,-0.460855911737687,-1.24361457201932
"CTNNA1","CCT3_370_rich",-0.962824291192613,1.68106938505938e-10,"CCT3","rich",-0.356277880361525,-2.79645883676588,-1.31910217155414
"CTNNA1","CLPX_177_min",-0.198320213524145,0.0605318804997893,"CLPX","min",-0.193026601342232,-1.26460006634722,-0.391346814866377
"CTNNA1","COQ9_279_rich",-0.590070286365495,0.000105813389767152,"COQ9","rich",-0.356277880361525,-0.534292109100405,-0.94634816672702
"CTNNA1","DDI2_270_rich",-0.949045792963923,1.04556440896414e-05,"DDI2","rich",-0.356277880361525,-0.392669681084805,-1.30532367332545
"CTNNA1","EIF4H_359_rich",-1.13199357318994,7.09377557506566e-09,"EIF4H","rich",-0.356277880361525,-0.945346505040691,-1.48827145355146
"CTNNA1","EXO1_384_rich",-0.728041250713476,8.17299619112222e-06,"EXO1","rich",-0.356277880361525,-0.877213474586075,-1.084319131075
"CTNNA1","FASN_004_min",-0.103065834827928,0.0709044308710855,"FASN","min",-0.193026601342232,-0.51017025850959,-0.29609243617016
"CTNNA1","FASTKD3_277_rich",-0.513623559315053,0.0177562537694897,"FASTKD3","rich",-0.356277880361525,-0.1647321358876,-0.869901439676578
"CTNNA1","FOXRED1_226_rich",-0.955572467528459,1.62790266120247e-07,"FOXRED1","rich",-0.356277880361525,-1.02663075410245,-1.31185034788998
"CTNNA1","GOT1_027_min",-0.380379106008449,0.0474295044286586,"GOT1","min",-0.193026601342232,0.0438816063953382,-0.573405707350681
"CTNNA1","HEATR5B_406_rich",-0.10792051001397,0.02279440422475,"HEATR5B","rich",-0.356277880361525,-0.234549313609671,-0.464198390375495
"CTNNA1","KDM5C_143_min",-0.499626215200961,0.00406198724942427,"KDM5C","min",-0.193026601342232,-0.447615704696826,-0.692652816543193
"CTNNA1","LATS1_399_rich",-0.482334627131546,0.00436225906257448,"LATS1","rich",-0.356277880361525,0.075636885141237,-0.838612507493071
"CTNNA1","LRP6_340_rich",-0.787828334162766,0.0120924976733938,"LRP6","rich",-0.356277880361525,-0.124371376156814,-1.14410621452429
"CTNNA1","MAT2B_045_min",-0.401589172894134,0.00985148710273325,"MAT2B","min",-0.193026601342232,0.0359594096883621,-0.594615774236366
"CTNNA1","MGAT1_116_min",-0.729615132144249,3.95720850095715e-11,"MGAT1","min",-0.193026601342232,-0.513177188651783,-0.922641733486481
"CTNNA1","MGEA5_146_min",-0.28402129365127,0.071927967243903,"MGEA5","min",-0.193026601342232,-2.04211712606601,-0.477047894993502
"CTNNA1","NAT6_214_rich",-0.126485912068709,0.0428696398178395,"NAT6","rich",-0.356277880361525,-0.246636192827681,-0.482763792430234
"CTNNA1","NF2_065_min",-0.142904290688701,0.0155479097038776,"NF2","min",-0.193026601342232,-0.26323296520172,-0.335930892030933
"CTNNA1","NGLY1_097_min",-1.16102151945799,2.34895018326253e-12,"NGLY1","min",-0.193026601342232,-0.0660853472618729,-1.35404812080022
"CTNNA1","PHGDH_047_min",-0.409462037078321,5.67838871227788e-05,"PHGDH","min",-0.193026601342232,-0.119328971384763,-0.602488638420553
"CTNNA1","PIGO_123_min",-0.829288834334597,1.38028922413874e-08,"PIGO","min",-0.193026601342232,-1.29069723448006,-1.02231543567683
"CTNNA1","RAB14_302_rich",-0.800542188927479,0.00435810703692745,"RAB14","rich",-0.356277880361525,-0.2139165295652,-1.156820069289
"CTNNA1","RIC1_382_rich",-0.804245495232023,2.20566309901135e-08,"RIC1","rich",-0.356277880361525,0,-1.16052337559355
"CTNNA1","RICTOR_401_rich",-0.61743520637792,0.0395966915528912,"RICTOR","rich",-0.356277880361525,-1.55129587858734,-0.973713086739445
"CTNNA1","SLC16A3_005_min",-0.567707685765137,4.5154258685729e-07,"SLC16A3","min",-0.193026601342232,-0.0551379858915966,-0.760734287107369
"CTNNA1","SLC25A32_259_rich",-0.485885355501084,0.0971796993456112,"SLC25A32","rich",-0.356277880361525,-0.635877749005006,-0.842163235862609
"CTNNA1","SLC35A1_115_min",-0.244252435168877,0.0188961590907675,"SLC35A1","min",-0.193026601342232,-0.25646205403258,-0.437279036511109
"CTNNA1","SLC3A2_137_min",-0.0709992528181765,0.00308531195308701,"SLC3A2","min",-0.193026601342232,0.176473118717745,-0.264025854160409
"CTNNA1","SMARCC1_160_min",-0.462178085538176,0.000305993049835594,"SMARCC1","min",-0.193026601342232,-0.952246574410398,-0.655204686880408
"CTNNA1","TAPT1_141_min",-0.416715948990062,0.0014034413980591,"TAPT1","min",-0.193026601342232,-0.968740270231911,-0.609742550332294
"CTNNA1","TET1_344_rich",-0.668233082365115,0.00720394674805372,"TET1","rich",-0.356277880361525,-0.26154866723521,-1.02451096272664
"CTNNA1","TMEM209_376_rich",-0.716063294499101,2.06770578078591e-06,"TMEM209","rich",-0.356277880361525,-0.240523296234481,-1.07234117486063
"CTNNA1","UAP1L1_119_min",-0.171894630861545,0.0127937218080871,"UAP1L1","min",-0.193026601342232,-0.054318062158245,-0.364921232203777
"CTNNA1","VHL_034_min",-0.300264031659165,0.00283447821422512,"VHL","min",-0.193026601342232,-3.09824856242885,-0.493290633001397
"CTNNA1","VPS52_241_rich",-0.294434325253627,0.000730561072431768,"VPS52","rich",-0.356277880361525,-1.41695529171255,-0.650712205615152
"CTNNA2","FITM2_287_rich",-0.664406052451194,0.00330411215712112,"FITM2","rich",-0.133589543383075,-0.364086218138683,-0.797995595834269
"CTNNA2","RIC1_382_rich",-0.431212334215303,0.0287167831555394,"RIC1","rich",-0.133589543383075,0,-0.564801877598378
"CTNNA3","ABCC1_058_min",-0.535959658615802,0.0925869230995404,"ABCC1","min",-0.0948035312103189,0.233176545917834,-0.630763189826121
"CTNNA3","NAA30_351_rich",-0.410637702005874,0.0438538159164236,"NAA30","rich",0.0253737512521154,-1.63469954381974,-0.385263950753759
"CTNNA3","NRBP1_349_rich",-0.432368839634538,0.0389191278161252,"NRBP1","rich",0.0253737512521154,-0.981760950182618,-0.406995088382423
"CTNNB1","ACTG1_124_min",-0.279820274596565,0.0864330999205624,"ACTG1","min",0.276345755988038,-1.05195166698319,-0.00347451860852699
"CTNNB1","CCDC101_062_min",-0.39238037460979,0.0722923823591706,"CCDC101","min",0.276345755988038,-0.460855911737687,-0.116034618621752
"CTNNB1","CCT3_370_rich",-0.360687249015384,0.00638569587223386,"CCT3","rich",0.216974579206377,-2.79645883676588,-0.143712669809007
"CTNNB1","COQ9_279_rich",-0.386254282441435,0.0700497824864501,"COQ9","rich",0.216974579206377,-0.534292109100405,-0.169279703235058
"CTNNB1","EXO1_384_rich",-0.350901261794605,0.0989712741196109,"EXO1","rich",0.216974579206377,-0.877213474586075,-0.133926682588228
"CTNNB1","NAT6_214_rich",-0.295680232650648,0.0565901833267654,"NAT6","rich",0.216974579206377,-0.246636192827681,-0.078705653444271
"CTNNB1","NF2_065_min",-0.272427591306022,0.0228495646134229,"NF2","min",0.276345755988038,-0.26323296520172,0.003918164682016
"CTNNB1","SLC16A3_005_min",-0.216370162668793,0.0901949450280437,"SLC16A3","min",0.276345755988038,-0.0551379858915966,0.059975593319245
"CTNNB1","UAP1L1_119_min",-0.340332900482929,0.062448189228934,"UAP1L1","min",0.276345755988038,-0.054318062158245,-0.063987144494891
"CTNND1","ACTB_165_min",-0.433503866281661,0.0150256639902095,"ACTB","min",-0.107183826425788,-1.3059780764272,-0.540687692707449
"CTNND1","BAK1_337_rich",-0.415526511752018,0.0899692667273101,"BAK1","rich",-0.108979361806609,-0.901878946498035,-0.524505873558627
"CTNND1","CDKN2B_306_rich",-0.360335471220476,0.0285528642252466,"CDKN2B","rich",-0.108979361806609,0.00578030725876051,-0.469314833027085
"CTNND1","GSK3B_237_rich",-0.480771664822368,0.00548141584136946,"GSK3B","rich",-0.108979361806609,0.119634907204445,-0.589751026628977
"CTNND1","MGAT1_116_min",-0.23291682446617,0.051201321196556,"MGAT1","min",-0.107183826425788,-0.513177188651783,-0.340100650891958
"CTNND1","SETDB1_329_rich",-0.337512246591845,0.0649699348620184,"SETDB1","rich",-0.108979361806609,-0.106186400751038,-0.446491608398454
"CTNND1","VPS52_241_rich",-0.665617899618658,1.88269363956855e-06,"VPS52","rich",-0.108979361806609,-1.41695529171255,-0.774597261425267
"CTNS","SIN3A_155_min",-0.47154509438259,0.0766139282143177,"SIN3A","min",-0.149925039717379,-1.29607499812661,-0.621470134099969
"CTRC","SLC16A1_033_min",-0.465862841084273,0.0465182245220941,"SLC16A1","min",-0.0231646539518806,0.216481417694968,-0.489027495036154
"CTRC","USP10_013_min",-0.508860969911179,0.0170965902584733,"USP10","min",-0.0231646539518806,-0.751852845586228,-0.53202562386306
"CTSA","DNMT3B_345_rich",-0.496260804083984,0.0427926559870654,"DNMT3B","rich",-0.13358578587651,-0.280282008183844,-0.629846589960494
"CTSA","SLC3A2_137_min",-0.39596663627012,0.0510772100134594,"SLC3A2","min",-0.1265493145505,0.176473118717745,-0.52251595082062
"CTSF","KEAP1_076_min",-0.399520634086404,0.0853319842160349,"KEAP1","min",-0.269391259125977,-2.33950993881683,-0.668911893212381
"CTSF","SLC3A2_137_min",-0.285345291417105,0.0815422739888996,"SLC3A2","min",-0.269391259125977,0.176473118717745,-0.554736550543082
"CTSF","VPS54_271_rich",-0.404791380057226,0.0633077058695779,"VPS54","rich",-0.281556003643299,-0.987791895975991,-0.686347383700525
"CTSK","CDKN2B_306_rich",-0.206038059079407,0.0903166107979029,"CDKN2B","rich",-0.150998257552266,0.00578030725876051,-0.357036316631673
"CTSK","GSK3B_237_rich",-0.337069941025584,0.0278887374390806,"GSK3B","rich",-0.150998257552266,0.119634907204445,-0.48806819857785
"CTSK","PDCD10_327_rich",-0.217655921357892,0.0785934918161482,"PDCD10","rich",-0.150998257552266,0.433512480510617,-0.368654178910158
"CTSK","SLC3A2_137_min",-0.226015495542494,0.0954134229604261,"SLC3A2","min",-0.408238006679871,0.176473118717745,-0.634253502222365
"CTSK","TMEM209_376_rich",-0.276341743287334,0.0591600425974433,"TMEM209","rich",-0.150998257552266,-0.240523296234481,-0.4273400008396
"CUBN","ALG3_249_rich",-0.455984136431755,0.0799821609341551,"ALG3","rich",0.0926396654896971,-0.225391030469643,-0.363344470942058
"CUBN","HGS_311_rich",-0.49657265635457,0.0392414368421096,"HGS","rich",0.0926396654896971,-1.02215427174758,-0.403932990864873
"CUBN","KEAP1_076_min",-0.380638331295946,0.0704753880086433,"KEAP1","min",0.177328972309843,-2.33950993881683,-0.203309358986103
"CUBN","RAB14_302_rich",-0.442579865555334,0.0661222668119221,"RAB14","rich",0.0926396654896971,-0.2139165295652,-0.349940200065637
"CUL4B","ACTB_165_min",-0.477755083215249,0.0353182768266821,"ACTB","min",0.429857540835905,-1.3059780764272,-0.047897542379344
"CUL4B","DDI2_270_rich",-0.569255311183218,0.00694295832096695,"DDI2","rich",0.227532667801122,-0.392669681084805,-0.341722643382096
"CUL4B","FITM2_287_rich",-0.585717888427792,0.00117940040776035,"FITM2","rich",0.227532667801122,-0.364086218138683,-0.35818522062667
"CUL4B","FLCN_144_min",-0.483104305143905,0.00129392396247607,"FLCN","min",0.429857540835905,-0.148253399551714,-0.053246764308
"CUL4B","GSK3A_247_rich",-0.46222798608833,0.0436094764239414,"GSK3A","rich",0.227532667801122,-0.0235399473345744,-0.234695318287208
"CUL4B","HDAC3_063_min",-0.382574293809494,0.0452473558023882,"HDAC3","min",0.429857540835905,-0.916053325249664,0.047283247026411
"CUL4B","MGAT1_116_min",-0.196149386505033,0.060465391660539,"MGAT1","min",0.429857540835905,-0.513177188651783,0.233708154330872
"CUL4B","NGLY1_097_min",-0.480661933711072,0.0104211720496414,"NGLY1","min",0.429857540835905,-0.0660853472618729,-0.050804392875167
"CUL4B","PDCD5_189_min",-0.661705311022663,0.000233432696856616,"PDCD5","min",0.429857540835905,-1.75296651304475,-0.231847770186758
"CUL4B","RICTOR_401_rich",-0.677363403323511,0.0239024665750281,"RICTOR","rich",0.227532667801122,-1.55129587858734,-0.449830735522389
